dt,grain_id,v,ASP_monthly,ASP_Consumer,ASP_Graphics,ASP_Mobile,ASP_PC,ASP_Server,MACRO KR CPI,MACRO US CPI,MACRO CN CPI,MACRO US Unemployment Rate,MACRO China Unemployment Rate,MACRO US Interest Rate,MACRO China LPR,MACRO US PMI Manufacturing,MACRO China PMI,MACRO China Credit Impulse,MACRO 70 Cities Housing Price YoY,MACRO KR CCI,MACRO Conference Board US,MACRO Conference Board CHINA,MACRO M1 Money Stock,MACRO M2 Money Stock,MACRO CN PPI,ASP (1Gb eqM),bit demand(mGb) AI accelerators,bit demand(mGb) Data center servers,bit demand(mGb) Deskbound PCs,bit demand(mGb) Total,bit demand(mGb) Upgrade module,consumer demand (mGb)-Total,DRAM demand (Gbm) Total,DRAM revenue ($m),Global demand(1Gbeqm) Total demand,Mobile commdem(mGb) High-end smartphone,Mobile commdem(mGb) Low-end smartphone,Mobile commdem(mGb) Mid-end smartphone,Mobile commdem(mGb) Tablets,Mobile commdem(mGb) Total,Unit shipments by app Total,Wired application dem (Gbm) Total,Total Vendor Revenue,Total Shipment Units,Total End-User Spending,Memory capex ($bn R),Industry capex ($bn R),(smartphone)SI-per-ST Ratio Total,(smartphone)Sell-Through Total Market,(smartphone)Sell-In Total,(smartphone)Inventory of new products Total,(smartphone)Inventory of lifetime shipments Total,(smartphone)Inventory in weeks of lifetime shipments Total,(handset)SI-per-ST Ratio Total,(handset)Sell-Through Total Market,(handset)Sell-In Total,(handset)Inventory of new products Total,(handset)Inventory of lifetime shipments Total,CN10YT=RR,CN3YT=RR,US10YT=RRPS,US3YT=RRPS,BZZc1,GCc1,HGc1,NGc1,PAc1,PLc1,CSI300,INX,OVX,SKEWX,VIX,ASP by vendor Micron,ASP by vendor Samsung,ASP by vendor SK hynix,DRAM ASP forecast 1Gb equivalent price,DRAM quarterly shipments 1Gb equivalent unit,Gb per wafer Industry average,Global supply(1Gbeqm) Total supply,Industry operating income,Industry operating margin,Micron cash costs,"Micron fab 12"" total (1Gb million units)",Micron fab Total output (1Gb million units),Micron loaded costs,Micron shipments 1Gb equivalent unit,Nanya loaded costs,Samsung cash costs,"Samsung fab 12"" total (1Gb million units)",Samsung fab Total (K wafers/quarter),Samsung loaded costs,Samsung shipments 1Gb equivalent unit,Shipment detail_Y 1Gb equivalent,Shipments pivot table total,SK hynix cash costs,"SK hynix fab 12"" total (1Gb million units)",SK hynix fab Total (K wafers/quarter),SK hynix loaded costs,SK hynix shipments 1Gb equivalent unit,Supply-Production-based Total,Total DRAM shipments(1Gbeqm),Waferoutput12-inch Micron,Waferoutput12-inch Samsung,Waferoutput12-inch SK hynix,Waferoutput12-inch Total,Capex by region ($m)-Total,Capex by Tech ($m)-Memory,Days of inventory,Days of inventory (R),Days of inventory by technology group - Analog,Days of inventory by technology group - Average DOI,Days of inventory by technology group - Discrete,Days of inventory by technology group - Logic,Days of inventory by technology group - Memory,Days of inventory by technology group - Microcomponents,DOI Inventory(mil),Fabless semiconductor companies Inventory(mil),Fndry rev forecast-IDM foundry revenue,Fndry rev forecast-Pure-play foundry revenue,Fndry rev forecast-Total foundry revenue,Foundry revenue by IDM by region (incl Samsung)-Total,Global capex,Global semiconductor revenue($bn),IDMs Inventory(mil),Industry revenue without memory ($bn),Inventory coverage,Memory capex,Memory revenue ($bn),Min average Max average,Pure-play foundries Inventory(mil),Quarterly foundry revenue-Total,Quarterly industry inventory value (L),Quarterly industry inventory value (L) - k,Quarterly semiconductor industry revenue (L) - k,Quarterly semiconductor industry revenue (R),Revenue of fabless semiconductor companies,Semiconductor revenue,Total industry capex ($bn),Total industry revenue ($bn),Total industry silicon (Msquareinch)Total,Total Inventory(mil),Total semiconductor industry revenue,Total-Quarterly industry revenue (R),Wafer size-total,DRAMDXI
2014-01-01,ASP_monthly,0.99,0.953171238,0.98971968,1.189803292,1.023013246,0.941174833,0.950944879,93.116,1.2,87.25703,7.0,5.0,0.125,4.25,57.3,54.0,51.4,9.9,8.1,80.803,98.9,2655.7,10954.6,-1.4,0.980962603,154.6923077,1185.310039,1098.689914,5862.07198,945.2082395,449.7605471,9227.966183,9386.0,9114.521351,1048.843438,342.7800078,537.2884713,391.0548482,2498.92572,946.2055926,214.6424323,52504.63253,9671.87461,56271.76355,13.60173986,40.87370086,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.956264349,0.9579922925000001,0.971862806090909,0.993270766590909,110.75636363636363,1224.1045454545454,3.345136363636364,4.282863636363636,713.7522727272727,1355.8090909090909,2370.8695454545455,1808.9363636363635,17.372272727272726,132.33272727272728,14.114545454545453,0.907015413,1.003868858,0.982530713,0.980962603,9568.152717,2837.068751,8832.086789,2476.767549,0.272861909,0.615423465,2251.964753,2251.964753,0.783217235,2901.825,0.895195843,0.59492472,3485.372978,1107.8364,0.772578997,3318.1625,36830.39323,9568.190803,0.494747274,2655.870772,869.3388,0.661881597,2711.365625,9596.030983,9568.152717,990,1530,1095,4047,13628.95702,13602,81.67791086,82.9,107.617825,81.67791086,89.44779116,67.66797494,51.70788799,91.94807521,81.67791086,4161.33,5662.0,31398.0,37060.0,1343,13628.95702,307.1469995,20740.45,252.1529999,0.321780182,3976.502524,54.9939996,14.66666667,2580.5,9426.0,27482.28,27.48228,85.407,85407,21.56152602,85407,54.47544072,307.1469995,9200.46,27482.28,85.407,85407,4019608.035,20309.49
2014-02-03,ASP_monthly,0.99,0.996430721,0.98971968,1.189803292,1.023013246,0.941174833,0.950944879,93.229,1.5,87.51881,6.7,5.0,0.125,4.25,57.0,54.0,51.4,9.9,7.4,88.765,102.3,2717.0,11191.2,-1.4,0.980962603,154.6923077,1185.310039,1098.689914,5862.07198,945.2082395,449.7605471,9227.966183,9386.0,9114.521351,1048.843438,342.7800078,537.2884713,391.0548482,2498.92572,946.2055926,214.6424323,52504.63253,9671.87461,56271.76355,13.60173986,40.87370086,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.9561225239130435,0.9593061811739131,0.9722928007391304,0.9923380862608696,107.27913043478262,1242.5608695652174,3.359913043478261,4.528652173913044,733.1847826086956,1421.8086956521738,2227.714347826087,1824.1978260869566,19.38478260869565,131.94608695652175,14.14,0.907015413,1.003868858,0.982530713,0.980962603,9568.152717,2837.068751,8832.086789,2476.767549,0.272861909,0.615423465,2251.964753,2251.964753,0.783217235,2901.825,0.895195843,0.59492472,3485.372978,1107.8364,0.772578997,3318.1625,36830.39323,9568.190803,0.494747274,2655.870772,869.3388,0.661881597,2711.365625,9596.030983,9568.152717,990,1530,1095,4047,13628.95702,13602,81.67791086,82.9,107.617825,81.67791086,89.44779116,67.66797494,51.70788799,91.94807521,81.67791086,4161.33,5662.0,31398.0,37060.0,1343,13628.95702,307.1469995,20740.45,252.1529999,0.321780182,3976.502524,54.9939996,14.66666667,2580.5,9426.0,27482.28,27.48228,85.407,85407,21.56152602,85407,54.47544072,307.1469995,9200.46,27482.28,85.407,85407,4019608.035,20309.49
2014-03-03,ASP_monthly,0.99,0.992020254,0.997974299,1.206575163,0.992612268,0.991990301,1.029254549,93.73,1.6,88.39396,6.6,5.0,0.125,4.25,51.3,54.0,51.4,9.6,10.0,87.367,101.1,2839.2,11102.0,-1.6,0.99151835,154.6923077,1314.792816,1168.377934,6456.311328,1019.992178,983.0143567,11011.81371,9781.0,10656.52152,1152.307548,383.2256442,521.3812372,604.1151335,2877.541001,1058.135007,247.1134791,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.9567622089000001,0.9621175877999999,0.9737128861500001,0.9932701955000001,108.83,1301.885,3.2872,5.16535,726.9975000000001,1411.285,2238.2560000000003,1818.1145000000001,18.9855,129.6165,15.375,0.869626976,1.059348423,0.976759852,0.99151835,9864.668672,2973.436079,8994.453505,2875.03293,0.304236289,0.560944308,2282.257994,2282.257994,0.702171864,3168.025,0.911230318,0.608365087,3830.532528,1131.048,0.749182657,3673.0125,36830.39323,9864.709688,0.489385216,2398.042372,766.66224,0.694012628,2375.2,9830.358798,9864.668672,990,1530,1095,4047,13192.29713,14537,80.90039484,78.5,110.6599446,80.90039484,90.51355859,60.99406021,49.95050247,92.38390833,80.90039484,3763.78,5230.0,35313.0,40543.0,1254,13192.29713,326.8320008,19911.76,256.3780007,0.306436411,3651.68434,70.4540001,18.44444444,2568.9,8686.0,26244.44,26.24444,85.644,85644,22.01628944,85644,52.97746109,326.8320008,9162.65,26244.44,85.644,85644,4046183.676,20309.49
2014-04-01,ASP_monthly,0.96,1.092904108,0.997974299,1.206575163,0.992612268,0.991990301,1.029254549,93.98,1.1,88.8422,6.7,5.0,0.125,4.25,53.2,54.0,51.4,8.7,9.0,87.797,103.1,2808.7,11218.7,-2.0,0.99151835,154.6923077,1314.792816,1168.377934,6456.311328,1019.992178,983.0143567,11011.81371,9781.0,10656.52152,1152.307548,383.2256442,521.3812372,604.1151335,2877.541001,1058.135007,247.1134791,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.9570730963809524,0.9636345406666668,0.9735479863333334,0.9920117095714286,107.74809523809525,1336.4285714285713,3.072380952380952,4.485857142857143,775.25,1450.4714285714285,2147.0561904761903,1863.5233333333333,20.031428571428574,128.55190476190478,14.836666666666666,0.869626976,1.059348423,0.976759852,0.99151835,9864.668672,2973.436079,8994.453505,2875.03293,0.304236289,0.560944308,2282.257994,2282.257994,0.702171864,3168.025,0.911230318,0.608365087,3830.532528,1131.048,0.749182657,3673.0125,36830.39323,9864.709688,0.489385216,2398.042372,766.66224,0.694012628,2375.2,9830.358798,9864.668672,990,1530,1095,4047,13192.29713,14537,80.90039484,78.5,110.6599446,80.90039484,90.51355859,60.99406021,49.95050247,92.38390833,80.90039484,3763.78,5230.0,35313.0,40543.0,1254,13192.29713,326.8320008,19911.76,256.3780007,0.306436411,3651.68434,70.4540001,18.44444444,2568.9,8686.0,26244.44,26.24444,85.644,85644,22.01628944,85644,52.97746109,326.8320008,9162.65,26244.44,85.644,85644,4046183.676,20309.49
2014-05-01,ASP_monthly,0.96,0.988971743,0.997974299,1.206575163,0.992612268,0.991990301,1.029254549,94.153,1.5,88.39396,6.7,5.0,0.125,4.25,53.7,54.0,51.4,7.7,9.5,86.075,107.9,2925.3,11315.4,-2.3,0.99151835,154.6923077,1314.792816,1168.377934,6456.311328,1019.992178,983.0143567,11011.81371,9781.0,10656.52152,1152.307548,383.2256442,521.3812372,604.1151335,2877.541001,1058.135007,247.1134791,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.957363236590909,0.9620559652727273,0.9737471108181818,0.9913287044545455,108.15545454545455,1298.1954545454546,3.0693409090909087,4.614454545454546,794.8386363636364,1431.5590909090909,2203.143181818182,1864.29,18.81772727272727,125.52363636363636,14.159999999999998,0.869626976,1.059348423,0.976759852,0.99151835,9864.668672,2973.436079,8994.453505,2875.03293,0.304236289,0.560944308,2282.257994,2282.257994,0.702171864,3168.025,0.911230318,0.608365087,3830.532528,1131.048,0.749182657,3673.0125,36830.39323,9864.709688,0.489385216,2398.042372,766.66224,0.694012628,2375.2,9830.358798,9864.668672,990,1530,1095,4047,13192.29713,14537,80.90039484,78.5,110.6599446,80.90039484,90.51355859,60.99406021,49.95050247,92.38390833,80.90039484,3763.78,5230.0,35313.0,40543.0,1254,13192.29713,326.8320008,19911.76,256.3780007,0.306436411,3651.68434,70.4540001,18.44444444,2568.9,8686.0,26244.44,26.24444,85.644,85644,22.01628944,85644,52.97746109,326.8320008,9162.65,26244.44,85.644,85644,4046183.676,20309.49
2014-06-02,ASP_monthly,0.96,0.96328223,1.007555205,1.178205428,0.900367678,1.01277928,0.99695978,94.214,2.0,88.03536,6.2,5.0,0.125,4.25,54.9,54.0,51.4,6.7,9.5,90.487,104.8,2794.5,11285.3,-2.0,1.004680558,154.6923077,1309.546841,1051.830874,6036.746149,997.28884,663.1154247,10211.4497,10053.0,9912.934513,1191.637974,456.0081241,584.1899201,426.4545367,2860.897179,925.9102944,257.613358,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.9594591061818182,0.9623629492272727,0.9750971908181818,0.9918883623636364,109.24909090909091,1287.722727272727,3.1342045454545455,4.529681818181818,820.6681818181819,1458.9727272727273,2149.3395454545457,1890.2563636363636,16.642272727272726,124.52772727272728,12.424545454545454,0.983546161,0.99124572,0.979667607,1.004680558,10006.16556,3152.885953,9515.595215,3371.510049,0.34747089,0.605190789,2143.254987,2143.254987,0.708375952,2748.21875,0.705462173,0.546641821,3947.762364,1132.218915,0.694368456,3771.0125,47478.99461,10006.20365,0.491576986,2869.395036,828.34293,0.677274162,2855.05,10405.41843,10006.16556,990,1530,1095,4047,15473.84426,14537,84.23723483,80.0,112.2957658,84.23723483,95.39703425,59.04357058,55.61952271,98.83028085,84.23723483,4113.1,5230.0,35313.0,40543.0,1230,15473.84426,326.8320008,20384.64,256.3780007,0.335193449,4633.89812,70.4540001,19.41176471,2844.66,8480.7,27342.4,27.3424,81.572,81572,19.75579407,81572,52.97746109,326.8320008,9162.65,27342.4,81.572,81572,3895803.68,20309.49
2014-07-01,ASP_monthly,0.95,0.951946193,1.007555205,1.178205428,0.900367678,1.01277928,0.99695978,94.369,2.1,88.12501,6.3,5.0,0.125,4.25,55.4,54.0,51.4,5.6,5.2,88.12,102.3,2840.8,11251.3,-1.4,1.004680558,154.6923077,1309.546841,1051.830874,6036.746149,997.28884,663.1154247,10211.4497,10053.0,9912.934513,1191.637974,456.0081241,584.1899201,426.4545367,2860.897179,925.9102944,257.613358,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.9608486889047618,0.9639241982380953,0.9747322777619047,0.9911296510000001,111.96714285714286,1282.161904761905,3.0978571428571433,4.593809523809524,833.5666666666667,1458.5809523809523,2150.8619047619045,1947.0876190476188,16.834285714285713,129.84285714285713,11.541428571428572,0.983546161,0.99124572,0.979667607,1.004680558,10006.16556,3152.885953,9515.595215,3371.510049,0.34747089,0.605190789,2143.254987,2143.254987,0.708375952,2748.21875,0.705462173,0.546641821,3947.762364,1132.218915,0.694368456,3771.0125,47478.99461,10006.20365,0.491576986,2869.395036,828.34293,0.677274162,2855.05,10405.41843,10006.16556,990,1530,1095,4047,15473.84426,14537,84.23723483,80.0,112.2957658,84.23723483,95.39703425,59.04357058,55.61952271,98.83028085,84.23723483,4113.1,5230.0,35313.0,40543.0,1230,15473.84426,326.8320008,20384.64,256.3780007,0.335193449,4633.89812,70.4540001,19.41176471,2844.66,8480.7,27342.4,27.3424,81.572,81572,19.75579407,81572,52.97746109,326.8320008,9162.65,27342.4,81.572,81572,3895803.68,20309.49
2014-08-01,ASP_monthly,0.95,0.970469637,1.007555205,1.178205428,0.900367678,1.01277928,0.99695978,94.248,2.1,88.03536,6.1,5.0,0.125,4.25,55.3,54.0,51.4,4.2,8.0,88.765,104.7,2963.5,11343.1,-1.1,1.004680558,154.6923077,1309.546841,1051.830874,6036.746149,997.28884,663.1154247,10211.4497,10053.0,9912.934513,1191.637974,456.0081241,584.1899201,426.4545367,2860.897179,925.9102944,257.613358,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.9595809436956522,0.9626511907391304,0.9752977339130434,0.990483688173913,108.20086956521739,1311.0608695652174,3.2276086956521737,4.041304347826087,872.4173913043478,1493.5217391304348,2204.8378260869563,1973.6365217391303,16.813478260869566,136.22304347826088,12.210434782608697,0.983546161,0.99124572,0.979667607,1.004680558,10006.16556,3152.885953,9515.595215,3371.510049,0.34747089,0.605190789,2143.254987,2143.254987,0.708375952,2748.21875,0.705462173,0.546641821,3947.762364,1132.218915,0.694368456,3771.0125,47478.99461,10006.20365,0.491576986,2869.395036,828.34293,0.677274162,2855.05,10405.41843,10006.16556,990,1530,1095,4047,15473.84426,14537,84.23723483,80.0,112.2957658,84.23723483,95.39703425,59.04357058,55.61952271,98.83028085,84.23723483,4113.1,5230.0,35313.0,40543.0,1230,15473.84426,326.8320008,20384.64,256.3780007,0.335193449,4633.89812,70.4540001,19.41176471,2844.66,8480.7,27342.4,27.3424,81.572,81572,19.75579407,81572,52.97746109,326.8320008,9162.65,27342.4,81.572,81572,3895803.68,20309.49
2014-09-01,ASP_monthly,0.95,0.96403165,0.993736362,1.272848402,0.864989659,0.953086511,0.979717549,94.386,2.0,88.03536,6.2,5.0,0.125,4.25,57.1,54.0,51.4,2.5,5.5,88.012,104.4,2896.3,11461.6,-0.9,0.970016122,154.6923077,1505.861945,1116.491667,6382.453412,1056.623492,616.1809942,10857.55903,11139.0,10651.94292,1332.645651,649.6594266,669.756361,371.3856061,3228.706178,947.4137231,321.407208,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.9590727420952382,0.9620957356666666,0.9764387263809524,0.9909363462857144,103.39571428571428,1295.057142857143,3.157642857142857,3.8993809523809526,877.9000000000001,1448.647619047619,2350.1538095238097,1961.5319047619046,17.93190476190476,130.73333333333335,13.491904761904761,0.967964815,0.953924595,0.929206451,0.970016122,11483.31429,3552.17902,10914.46589,3817.828374,0.355047742,0.581394566,2204.744783,2204.744783,0.707387326,2975.314759,0.674613505,0.498575023,4898.953447,1180.622366,0.651640288,4604.1375,47478.99461,11483.34945,0.48491072,3228.770316,854.3427,0.65012938,3229.6375,11811.47275,11483.31429,990,1530,1095,4047,14918.033,14537,83.05296373,83.05296373,112.0255896,83.05296373,91.78328549,59.59847005,55.58766863,96.26980484,83.05296373,4486.79,5230.0,35313.0,40543.0,1160,14918.033,326.8320008,20854.33333,256.3780007,0.328127683,5082.44828,70.4540001,10.3125,3121.0,10138.0,28462.12333,28.46212333,86.741,86741,21.59696475,86741,52.97746109,326.8320008,9162.65,28462.12333,86.741,86741,4042830.321,20309.49
2014-10-01,ASP_monthly,0.95,0.969780383,0.993736362,1.272848402,0.864989659,0.953086511,0.979717549,94.551,1.7,88.21466,6.1,5.0,0.125,4.25,59.0,54.0,51.4,0.5,7.4,88.765,103.8,2817.6,11383.5,-1.2,0.970016122,154.6923077,1505.861945,1116.491667,6382.453412,1056.623492,616.1809942,10857.55903,11139.0,10651.94292,1332.645651,649.6594266,669.756361,371.3856061,3228.706178,947.4137231,321.407208,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.9597479964090909,0.9620693788181818,0.9754290010909091,0.9897393248181818,98.58818181818182,1237.4318181818182,3.093909090909091,3.9273181818181815,839.2431818181817,1363.0,2421.3254545454547,1993.6872727272728,19.497272727272726,132.72181818181818,13.399090909090908,0.967964815,0.953924595,0.929206451,0.970016122,11483.31429,3552.17902,10914.46589,3817.828374,0.355047742,0.581394566,2204.744783,2204.744783,0.707387326,2975.314759,0.674613505,0.498575023,4898.953447,1180.622366,0.651640288,4604.1375,47478.99461,11483.34945,0.48491072,3228.770316,854.3427,0.65012938,3229.6375,11811.47275,11483.31429,990,1530,1095,4047,14918.033,14537,83.05296373,83.05296373,112.0255896,83.05296373,91.78328549,59.59847005,55.58766863,96.26980484,83.05296373,4486.79,5230.0,35313.0,40543.0,1160,14918.033,326.8320008,20854.33333,256.3780007,0.328127683,5082.44828,70.4540001,10.3125,3121.0,10138.0,28462.12333,28.46212333,86.741,86741,21.59696475,86741,52.97746109,326.8320008,9162.65,28462.12333,86.741,86741,4042830.321,20309.49
2014-11-03,ASP_monthly,0.95,0.981458193,0.993736362,1.272848402,0.864989659,0.953086511,0.979717549,94.49,1.7,88.6629,5.9,5.0,0.125,4.25,56.6,54.0,51.4,-1.3,8.3,91.025,105.4,2827.3,11556.2,-1.8,0.970016122,154.6923077,1505.861945,1116.491667,6382.453412,1056.623492,616.1809942,10857.55903,11139.0,10651.94292,1332.645651,649.6594266,669.756361,371.3856061,3228.706178,947.4137231,321.407208,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.9623554240434783,0.9643668119130434,0.9776336796086956,0.9914300308695652,88.0495652173913,1222.9304347826087,3.036152173913044,3.801086956521739,778.3347826086957,1261.3739130434783,2445.2634782608693,1937.2743478260868,29.371304347826086,125.34478260869564,18.058695652173913,0.967964815,0.953924595,0.929206451,0.970016122,11483.31429,3552.17902,10914.46589,3817.828374,0.355047742,0.581394566,2204.744783,2204.744783,0.707387326,2975.314759,0.674613505,0.498575023,4898.953447,1180.622366,0.651640288,4604.1375,47478.99461,11483.34945,0.48491072,3228.770316,854.3427,0.65012938,3229.6375,11811.47275,11483.31429,990,1530,1095,4047,14918.033,14537,83.05296373,83.05296373,112.0255896,83.05296373,91.78328549,59.59847005,55.58766863,96.26980484,83.05296373,4486.79,5230.0,35313.0,40543.0,1160,14918.033,326.8320008,20854.33333,256.3780007,0.328127683,5082.44828,70.4540001,10.3125,3121.0,10138.0,28462.12333,28.46212333,86.741,86741,21.59696475,86741,52.97746109,326.8320008,9162.65,28462.12333,86.741,86741,4042830.321,20309.49
2014-12-01,ASP_monthly,0.95,0.983448206,0.985551297,1.150585074,0.847836941,0.98258052,0.985467036,94.205,1.7,88.6629,5.8,5.0,0.125,4.25,59.0,54.0,51.4,-2.6,5.5,93.5,103.4,3017.7,11574.6,-2.2,0.980356739,154.6923077,1727.193107,1141.852474,6889.22882,1110.073335,843.0626635,12150.34726,12465.0,11869.11856,1430.775364,756.1992951,788.0926597,440.1396915,3651.523201,1008.755494,373.4609544,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.96502500215,0.9677687345000001,0.9773458572999999,0.9906017565999999,79.8875,1177.2,3.014725,4.24055,780.28,1213.16,2590.2165,2045.985,33.3005,130.036,13.346,0.958660372,0.971448292,0.937670493,0.980356739,12714.75934,3846.29131,12036.97709,4541.209,0.377208157,0.575836397,2236.751971,2236.751971,0.693948476,3124.15125,0.671035569,0.436213045,5672.17202,1233.944512,0.613459105,5433.125,47478.99461,12714.7945,0.467390008,3518.203832,852.312,0.626944297,3459.6375,12947.65071,12714.75934,990,1530,1095,4047,14088.677,14537,81.66764467,81.66764467,109.6887891,81.66764467,87.84045879,62.26146581,53.28298072,95.26452898,81.66764467,4949.65,5230.0,35313.0,40543.0,1155,14088.677,326.8320008,21314.93,256.3780007,0.322511129,4948.51042,70.4540001,9.529411765,3657.035,11336.0,29921.615,29.921615,92.777,92777,23.5765775,92777,52.97746109,326.8320008,9162.65,29921.615,92.777,92777,4289652.279,20309.49
2015-01-01,ASP_monthly,0.89,0.976455242,0.985551297,1.150585074,0.847836941,0.98258052,0.985467036,94.015,1.3,88.39396,5.8,5.0,0.125,4.25,58.7,54.0,51.4,-3.7,3.3,95.544,105.5,2871.1,11580.5,-2.7,0.980356739,154.6923077,1727.193107,1141.852474,6889.22882,1110.073335,843.0626635,12150.34726,12465.0,11869.11856,1430.775364,756.1992951,788.0926597,440.1396915,3651.523201,1008.755494,373.4609544,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.9643065986086957,0.9669638630434783,0.9784319437826087,0.9895449534347825,63.13478260869565,1199.0086956521739,2.897065217391304,3.487782608695652,805.2760869565217,1214.8695652173913,3247.225217391305,2055.466956521739,48.11347826086957,132.43217391304347,16.208695652173912,0.958660372,0.971448292,0.937670493,0.980356739,12714.75934,3846.29131,12036.97709,4541.209,0.377208157,0.575836397,2236.751971,2236.751971,0.693948476,3124.15125,0.671035569,0.436213045,5672.17202,1233.944512,0.613459105,5433.125,47478.99461,12714.7945,0.467390008,3518.203832,852.312,0.626944297,3459.6375,12947.65071,12714.75934,990,1530,1095,4047,14088.677,14537,81.66764467,81.66764467,109.6887891,81.66764467,87.84045879,62.26146581,53.28298072,95.26452898,81.66764467,4949.65,5230.0,35313.0,40543.0,1155,14088.677,326.8320008,21314.93,256.3780007,0.322511129,4948.51042,70.4540001,9.529411765,3657.035,11336.0,29921.615,29.921615,92.777,92777,23.5765775,92777,52.97746109,326.8320008,9162.65,29921.615,92.777,92777,4289652.279,20309.49
2015-02-02,ASP_monthly,0.89,0.971823171,0.985551297,1.150585074,0.847836941,0.98258052,0.985467036,94.006,0.8,88.75256,5.6,5.0,0.125,4.25,55.5,54.0,51.4,-4.3,1.7,100.708,105.8,3030.2,11830.1,-3.3,0.980356739,154.6923077,1727.193107,1141.852474,6889.22882,1110.073335,843.0626635,12150.34726,12465.0,11869.11856,1430.775364,756.1992951,788.0926597,440.1396915,3651.523201,1008.755494,373.4609544,50208.66309,9877.433186,53627.8136,14.53671241,38.44074867,0.924722133,127.6059,118.0,52.122898,158.3524115,5.373309084,0.944309927,165.2,156.0,77.916486,158.3524115,0.9655463707272727,0.9682442283636363,0.9815536731818182,0.9911753412727272,50.16272727272727,1250.8772727272726,2.6616818181818185,2.9364999999999997,784.6522727272727,1245.140909090909,3542.413181818182,2029.1768181818181,55.004090909090905,128.0568181818182,19.206363636363637,0.958660372,0.971448292,0.937670493,0.980356739,12714.75934,3846.29131,12036.97709,4541.209,0.377208157,0.575836397,2236.751971,2236.751971,0.693948476,3124.15125,0.671035569,0.436213045,5672.17202,1233.944512,0.613459105,5433.125,47478.99461,12714.7945,0.467390008,3518.203832,852.312,0.626944297,3459.6375,12947.65071,12714.75934,990,1530,1095,4047,14088.677,14537,81.66764467,81.66764467,109.6887891,81.66764467,87.84045879,62.26146581,53.28298072,95.26452898,81.66764467,4949.65,5230.0,35313.0,40543.0,1155,14088.677,326.8320008,21314.93,256.3780007,0.322511129,4948.51042,70.4540001,9.529411765,3657.035,11336.0,29921.615,29.921615,92.777,92777,23.5765775,92777,52.97746109,326.8320008,9162.65,29921.615,92.777,92777,4289652.279,20309.49
